Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Villages at South Station,3724 South 154th Lane,,Tukwila,WA,98188,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,47.46481,-122.28601,2026-01-05,316058,2026-01-05 00:54:45 UTC,,,,2023-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NCU CT ST STATION 2,2307 W Court St,,Pasco,WA,99301,,888-758-4389,E,,Public,Mon: 7:00am-6:00pm; Tue: 7:00am-6:00pm; Wed: 7:00am-6:00pm; Thu: 7:00am-6:00pm; Fri: 7:00am-6:00pm; Sat: 7:00am-1:00pm,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.241776,-119.121735,2026-01-04,316066,2026-01-04 02:23:16 UTC,,,,2023-10-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NCU CT ST STATION 1,2307 W Court St,,Pasco,WA,99301,,888-758-4389,E,,Public,Mon: 7:00am-6:00pm; Tue: 7:00am-6:00pm; Wed: 7:00am-6:00pm; Thu: 7:00am-6:00pm; Fri: 7:00am-6:00pm; Sat: 7:00am-1:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.241722,-119.121734,2026-01-04,316067,2026-01-04 02:23:23 UTC,,,,2023-10-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BMR-NORTHEDGE NORTHEDGE #1,1621 N 34th St,garage p1,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.64787,-122.33814,2026-01-04,316196,2026-01-04 01:10:45 UTC,,,,2023-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Kroger QFC 878 (Redmond, WA)",23475 NE Novelty Hill Rd,,Redmond,WA,98053,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,47.69951,-122.02569,2026-01-04,316269,2026-01-04 03:36:41 UTC,,,,2023-10-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Electric Era Charging Station,3257 17th Ave W Suite 101,,Seattle,WA,98119,,888-409-2980,E,,Private,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,,2,,ELECTRIC_ERA,https://electriceratechnologies.com,200-8,47.64994,-122.37907,2024-12-10,316367,2025-02-12 00:16:32 UTC,P,,,2023-10-03,,,,,CHADEMO J1772COMBO,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Jefferson Transit Authority,63 4 Corners Road,,Port Townsend,WA,98368,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,48.05069032221915,-122.81850367516903,2026-01-05,316481,2026-01-05 00:41:14 UTC,,,,2023-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PUBLIC CHARGE CT4K STATION 1,6321 W Canal Dr,,Kennewick,WA,99336,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.226072,-119.206387,2026-01-04,316497,2026-01-04 02:20:12 UTC,,,,2023-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 204 & 205,1530 Alaksan Way,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.60852,-122.34208,2026-01-04,316607,2026-01-04 02:27:56 UTC,,,,2023-11-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 202 & 203,1530 Alaksan Way,Stall 202,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608639,-122.342184,2026-01-04,316608,2026-01-04 02:27:56 UTC,,,,2023-11-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT FREMONT 1,311 North 45th Street,"Curbside on residential street, public",Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.661366,-122.354842,2026-01-04,316850,2026-01-04 02:53:57 UTC,,,,2023-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Squirrel Tree Resort - Tesla Supercharger,15251 US-2,,Leavenworth,WA,98826,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,47.755249,-120.740669,2024-07-01,316903,2025-02-12 00:16:32 UTC,P,,,2023-11-02,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CATHLAMET TOC EV STATION,20 Butler St,This station is located at the intersection of Butler Street and Main Street/SR409,Cathlamet,WA,98612,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.20333,-123.384254,2026-01-04,316945,2026-01-04 02:27:36 UTC,,,,2023-11-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Creekside Crossing,17181 Redmond Way,,Redmond,WA,98052,,888-356-8911,T,2025-10-29,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,47.670431,-122.112045,2026-01-04,316973,2026-01-04 04:11:30 UTC,,,,2023-11-08,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,South Tacoma Honda,7802 South Tacoma Way,,Tacoma,WA,98499,,888-998-2546,E,,Public,24 hours daily,,,,,,,2,,Blink Network,https://blinkcharging.com,GPS,47.18700614505068,-122.48508934560815,2026-01-05,316998,2026-01-05 00:38:45 UTC,,,,2023-11-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Neighborhood House - Zev Co-Op Public,6400 Sylvan Way SW,,Seattle,WA,98126,,855-885-9571,E,,Public,24 hours daily,,,,,,1,,,OpConnect,https://opconnect-ev.com,GPS,47.54486,-122.3722,2026-01-04,318050,2026-01-04 03:45:41 UTC,,,,2023-11-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mictrotel Inn & Suites - Tesla Supercharger,224  Bing Ave,,George,WA,98848,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.081118,-119.861923,2024-07-01,318180,2025-02-12 00:16:32 UTC,P,,,2023-11-09,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Discovery Place Condos,4309 34th Ave W,,Seattle,WA,98199,,206-786-0026,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,47.66,-122.4,2023-12-13,319329,2024-01-31 22:07:01 UTC,P,,,2023-09-22,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Archibalds,6902 W Clearwater Ave,,Kennewick,WA,99336,,,E,,Private,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,200-8,46.21069,-119.21319,2023-12-13,319508,2024-01-31 22:07:01 UTC,P,,,2023-07-26,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Midtown 64 Apartments,24615 64th Avenue South,,Kent,WA,98032,,888-998-2546,T,2025-10-17,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.3809667,-122.2554202,2026-01-05,319574,2026-01-05 00:35:56 UTC,,,,2023-11-10,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Best Western Plus Renton Inn,1850 Maple Valley HWY,,Renton,WA,98057,,866-300-3827,E,,Public,,,,,,,1,,,EVCS,https://www.evcs.com,GPS,47.483574,-122.194344,2026-01-04,319679,2026-01-04 04:33:30 UTC,,,,2023-11-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SKAGITREGHEALTH MVSC,211 S 13th St,In parking lot near S 13th St. Near Skagit Valley Hospital.,Mount Vernon,WA,98274,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.419478,-122.32543,2026-01-04,319881,2026-01-04 02:27:21 UTC,,,,2023-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BELLINGHAM CITY CORNWALL PARK 1,3424 Meridian St,Parking Lot,Bellingham,WA,98225,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.776637,-122.485335,2026-01-04,319884,2026-01-04 02:27:41 UTC,,,,2023-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SAMMAMISH SCAC-2,831 228th Ave SE,,Sammamish,WA,98075,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.60075,-122.039233,2026-01-04,320003,2026-01-04 02:27:37 UTC,,,,2023-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SAMMAMISH SCAC-1,831 228th Ave SE,,Sammamish,WA,98075,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.60075,-122.039225,2026-01-04,320004,2026-01-04 02:27:37 UTC,,,,2023-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Greenbank Farm,765 Wonn Rd,,Greenbank,WA,98253,,360-222-3797,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,48.106661,-122.574574,2025-08-12,320156,2025-08-12 16:52:28 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Discovery Bay Welcome Center,282332 US-101,,Port Townsend,WA,98368,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,47.990675,-122.890677,2023-12-13,320157,2025-10-22 20:16:36 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Wild Birds Unlimited,275953 US-101,,Sequim,WA,98382,,360-797-7100,E,,Public - Credit card at all times,9am-5pm daily,,,,,,2,,,Non-Networked,,GPS,48.049829,-122.92153,2025-08-12,320158,2025-08-12 16:52:28 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,Finn River Cidery,92 Center Rd,,Chimacum,WA,98325,,360-339-8478,E,,Public - Credit card at all times,12pm-9pm daily,,,,,,2,,,Non-Networked,,GPS,48.010013,-122.76919,2023-12-13,320159,2025-11-04 20:14:19 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,Huber's Inn,1421 Landes St,,Port Townsend,WA,98368,,360-385-3904,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.110439,-122.782824,2023-12-13,320160,2025-07-09 16:48:44 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Food Co-Op,414 Kearney St,,Port Townsend,WA,98368,,360-385-2883,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,48.110637,-122.770968,2024-10-11,320161,2025-06-09 19:21:51 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COOP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Lost Mountain Lodge,303 Sunny View Dr,,Sequim,WA,98385,,360-683-2431,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.0619280325713,-123.167882081794,2023-12-13,320162,2025-07-09 16:50:56 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Domaine Madeleine Bed & Breakfast,146 Wildflower Ln,,Port Angeles,WA,98362,,360-457-4174,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,3,,,Non-Networked,,GPS,48.115196464776,-123.270377775693,2023-12-13,320163,2025-06-30 20:27:18 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ruddell Chevrolet,110 S Golf Course Rd,,Port Angeles,WA,98362,,360-452-6822,E,,Public - Credit card at all times,9am-6pm M-Sat; dealership use only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.105604,-123.402787,2025-07-03,320164,2025-07-03 19:15:09 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,PIKE PLACE STALL 887 & 886,1901 Western Ave,887,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.609463,-122.342843,2026-01-04,320245,2026-01-04 02:27:51 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 206 & 207,1531 Western Ave,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608994,-122.342068,2026-01-04,320246,2026-01-04 02:27:56 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 208 & 209,1530 Alaskan Way,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608951,-122.342068,2026-01-04,320247,2026-01-04 02:27:56 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 210 & 211,1530 Alaksan Way,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608929,-122.342047,2026-01-04,320248,2026-01-04 02:27:56 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT WATERFRONT 2,56 Seneca St,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,47.605721,-122.339005,2026-01-04,320377,2026-01-04 02:51:57 UTC,,,,2023-11-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DOCK STREET NEW DOCK STREET,1293 SE Dock St,,Oak Harbor,WA,98277,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.288001,-122.64851,2026-01-04,320513,2026-01-04 02:27:31 UTC,,,,2023-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Flying J 1195,1307 North Dolarway Rd.,,Ellensburg,WA,98926,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com,GPS,47.00615,-120.586792,2026-01-04,320574,2026-01-04 23:59:26 UTC,,,,2023-11-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ramayana Apartments,119 Harvard Avenue East,,Seattle,WA,98102,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.61945391175123,-122.32254786164083,2026-01-05,320707,2026-01-05 00:25:41 UTC,,,,2023-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lighthouse Apartments,2433 S Plum St,,Seattle,WA,98144,,206-602-2721,E,,Public,24 hours daily; for residents only,A D M V,,,,,12,,,TURNONGREEN,https://turnongreen.com,200-8,47.58535,-122.30052,2025-12-12,320962,2025-12-12 22:54:41 UTC,P,,,2023-08-22,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Portland - Page One Automotive,5900 NE 152nd Ave,,Vancouver,WA,98682,,218-939-2320,E,,Public,24 hours daily,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,45.66531,-122.51758,2025-12-12,320991,2025-12-12 22:54:41 UTC,P,,,2023-04-23,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false,
ELEC,Seattle - Page One Automotive,420 S 96th St,,Seattle,WA,98108,,218-939-2318,E,,Public,24 hours daily,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,47.51799,-122.32796,2025-12-12,320993,2025-12-12 22:54:41 UTC,P,,,2023-04-23,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false,
ELEC,The Waverly,210 8th Avenue North,,Seattle,WA,98109,,888-998-2546,E,,Public,24 hours daily,,,,,,9,,,Blink Network,https://blinkcharging.com,GPS,47.6202877,-122.3407099,2026-01-05,321005,2026-01-05 00:31:25 UTC,,,,2020-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mariblu Southcenter (Open),411 Baker Boulevard,,Tukwila,WA,98188,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,47.45779,-122.25055,2026-01-05,321008,2026-01-05 00:08:28 UTC,,,,2019-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,K BUILDING K BUILDING,1441 NE 136th Ave,"Northeast of building K, near garage 40.",Vancouver,WA,98684,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.632778,-122.533237,2026-01-04,321031,2026-01-04 02:24:47 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CPU OPS 3,NE 117th Ave & 87th St,,Five Corners,WA,98662,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.685084,-122.55316,2026-01-04,321033,2026-01-04 02:25:42 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT WEST SEATTLE 4,4840 California Ave SW,Overhead on Pole,Seattle,WA,98116,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.557984,-122.386589,2026-01-04,321060,2026-01-04 02:56:12 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HYSHOP SHOP STATION1,7601 S Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.188135,-122.482901,2026-01-04,321389,2026-01-04 02:29:10 UTC,,,,2023-12-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HYSHOP SHOWRM STATION,7601 South Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.188115,-122.482895,2026-01-04,321489,2026-01-04 02:29:11 UTC,,,,2023-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Liberty Lake STA,E Mission Ave,,Liberty Lake,WA,99019,,866-816-7584,E,,Public,24 hours daily,,,,,,,2,,EV Connect,https://www.evconnect.com,GPS,47.670584,-117.103222,2026-01-04,321517,2026-01-04 03:51:51 UTC,,,,2023-12-06,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT S LAKE UNION 1,317 Pontius Avenue North,"Curbside on residential street, public",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.621309,-122.331808,2026-01-04,322351,2026-01-04 02:53:51 UTC,,,,2023-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,IQ CHARGING IQ SALMON CREEK,14101 Northeast 10th Avenue,,Vancouver,WA,98685,,888-758-4389,E,,Public,"Mon: 12:00am-9:30am, 5:30pm-12:00am; Tue: 12:00am-9:30am, 5:30pm-12:00am; Wed: 12:00am-9:30am, 5:30pm-12:00am; Thu: 12:00am-9:30am, 5:30pm-12:00am; Fri: 12:00am-9:30am, 5:30pm-12:00am; Sat: 12:00am-9:30am, 2:00pm-12:00am; Sun: 12:00am-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.723483,-122.660697,2026-01-04,322400,2026-01-04 02:29:00 UTC,,,,2023-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fred Meyer - Tesla Supercharger,12221 120th Ave NE,,Kirkland,WA,98034,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.709207,-122.183452,2024-07-01,322833,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Seattle Premium Outlets - Tesla Supercharger,10600 Quil Ceda Blvd,,Tulalip,WA,98271,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,48.095561,-122.188333,2024-07-01,322835,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Station 88 - End of Trail - Tesla Supercharger,19615 Elderberry St SW,,Rochester,WA,98579,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,46.804114,-123.012262,2024-07-01,322836,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Clearwater Casino - Tesla Supercharger,15347 Suquamish Way NE,,Suquamish,WA,98392,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.713574,-122.569571,2024-07-01,322840,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CPU ARNADA,212 E 20th St,Employee Parking Lot,Vancouver,WA,98663,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.636784,-122.66932,2026-01-04,323045,2026-01-04 02:25:44 UTC,,,,2023-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SM STATE FARM SM STATE FARM,611 E Front St,Rear Parking Lot - back wall of building,Port Angeles,WA,98362,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.116189,-123.422801,2026-01-04,323070,2026-01-04 02:29:51 UTC,,,,2023-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
